FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,KATEGORIE_NUM,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.17260,17260,POINT (16.413480703112587 48.299989824054485),Turnsaal,"21., Dr.-Skala-Straße 43-45",400,Turnsaal 200 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17261,17261,POINT (16.3894889944499 48.26036022251815),Turnsaal,"21., Dunantgasse 2",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17262,17262,POINT (16.38950247192237 48.26036920940175),Schulsport outdoor,"21., Dunantgasse 2",11272,Rasenfläche 11272 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17263,17263,POINT (16.401455390616945 48.25537130669187),Turnsaal,"21., Franklinstraße 21",1193,Turnsaal 1+2+3 gesamt 1193 m²,,6,
SPORTSTAETTENOGD.17264,17264,POINT (16.404097586243765 48.25395488341881),Turnsaal,"21., Franklinstraße 24",655,Turnsaal 1 415 m²<br />Turnsaal 2 240 m²,http://www.floridsdorf.vbs.ac.at/,6,
SPORTSTAETTENOGD.17265,17265,POINT (16.40411106458987 48.25396386859985),Schulsport outdoor,"21., Franklinstraße 24",1125,Rasenplatz 625 m²<br />Hartplatz 500 m²,http://www.floridsdorf.vbs.ac.at/,5,
SPORTSTAETTENOGD.17266,17266,POINT (16.405105386161736 48.25353349387545),Turnsaal,"21., Franklinstraße 26",1080,Turnsaal 1+2+3 gesamt 1080 m²,,6,
SPORTSTAETTENOGD.17267,17267,POINT (16.405118864573456 48.253542478938975),Schulsport outdoor,"21., Franklinstraße 26",3892,Rasenfläche 2128 m²<br />Hartplatz 1764 m²,,5,
SPORTSTAETTENOGD.17268,17268,POINT (16.403777486353647 48.25456534720743),Schulsport outdoor,"21., Franklinstraße 27-33",903,Rasenfläche 903 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17269,17269,POINT (16.40379096480428 48.25457433242498),Turnsaal,"21., Franklinstraße 27-33",200,Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17270,17270,POINT (16.424935316719694 48.28546355777714),Turnsaal,"21., Gerasdorferstraße 103",1288,3-fach Halle 1288 m²,,6,
SPORTSTAETTENOGD.17271,17271,POINT (16.42570439469139 48.287239206126465),Schulsport outdoor,"21., Gerasdorferstraße 103",8640,"4 Basketballplätze,<br />Mehrzweckfeld,<br />Hochsprunganlage,<br />Beachvolleyballfeld gesamt 8640 m²",,5,
SPORTSTAETTENOGD.17272,17272,POINT (16.410294697322016 48.28467048787454),Turnsaal,"21., Hanreitergasse 2",1215,Turnsaal 405 m²<br />Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17273,17273,POINT (16.450066244012458 48.2736669972621),Turnsaal,"21., Herchenhahngasse 6",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17274,17274,POINT (16.451768051597735 48.27363966818463),Schulsport outdoor,"21., Herzmanovsky-Orlando-Gasse 11",12084,Rasenfläche 8520 m² <br /> Rasenfläche 3564 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17275,17275,POINT (16.451781543471043 48.27364864773571),Turnsaal,"21., Herzmanovsky-Orlando-Gasse 11",488,Turnsaal 288 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17276,17276,POINT (16.38871380362148 48.29032671721323),Schulsport outdoor,"21., Irenäusgasse 2",2903,Rasenfläche 2903 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17277,17277,POINT (16.388727288846145 48.29033570413769),Turnsaal,"21., Irenäusgasse 2",461,Turnsaal 173 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17278,17278,POINT (16.40174227204466 48.28002544121377),Turnsaal,"21., Jochbergengasse 1",576,Turnsaal 288 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17279,17279,POINT (16.401755756839822 48.28003442662691),Schulsport outdoor,"21., Jochbergengasse 1",4850,Rasenfläche 4850 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17280,17280,POINT (16.469131647367078 48.21689309769835),Schulsport outdoor,"21., Kapellenweg 35",700,Hartplatz 700 m²,,5,
SPORTSTAETTENOGD.17281,17281,POINT (16.40965388762046 48.25342626506366),Turnsaal,"21., Kinzerplatz 9",354,Turnsaal 154 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17282,17282,POINT (16.44883899870695 48.28218927021003),Schulsport outdoor,"21., Lavantgasse 35",3622,Rasenfläche 3622 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17283,17283,POINT (16.448852492321617 48.28219825008996),Turnsaal,"21., Lavantgasse 35",288,Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17284,17284,POINT (16.41986064128627 48.278066848273845),Schulsport outdoor,"21., Marco-Polo-Platz 9",1200,Hartplatz 1200 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17285,17285,POINT (16.419874128739902 48.27807583156387),Turnsaal,"21., Marco-Polo-Platz 9",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17286,17286,POINT (16.380995877397474 48.29422462385816),Schulsport outdoor,"21., Mayerweckstraße 1",52200,"Rasenspielfelder,<br />Laufbahn,<br />Mehrzweckfeld,<br />LA-Anlagen,<br />Rasenfläche gesamt 52200 m²",http://strebersdorf.kphvie.at/,5,
SPORTSTAETTENOGD.17287,17287,POINT (16.409999985536782 48.25614718978457),Schulsport outdoor,"21., Mengergasse 33",368,Hartplatz 175 m²<br /> Spielplatz 193 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17288,17288,POINT (16.410351196480324 48.25651334435542),Turnsaal,"21., Mengergasse 33",452,Turnsaal 294 m²<br />Turnsaal 158 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17289,17289,POINT (16.444328971619143 48.27191379894919),Schulsport outdoor,"21., Pastorstraße 29",1366,Hartplatz 1366 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17290,17290,POINT (16.40524791984402 48.25647551631663),Turnsaal,"21., Patrizigasse 2",663,Turnsaal 1 283 m²<br />Turnsaal 2 283 m²<br />Gymnastikraum 97 m²,http://www.paedagogika.at/bildung/bildung-home.html,6,
SPORTSTAETTENOGD.17291,17291,POINT (16.405261399054556 48.25648450135845),Schulsport outdoor,"21., Patrizigasse 2",4840,Rasenplatz 1820 m²<br />Hartplatz 1164 m²<br />Freifläche 1856 m²,http://www.paedagogika.at/bildung/bildung-home.html,5,
SPORTSTAETTENOGD.17292,17292,POINT (16.401229374614772 48.25204882606804),Schulsport outdoor,"21., Prießnitzgasse 1",2242,Rasenfläche 2242 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17293,17293,POINT (16.401242851957466 48.25205781158874),Turnsaal,"21., Prießnitzgasse 1",758,Turnsaal 289 m²<br />Turnsaal 289 m²<br />Turnsaal 180 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17294,17294,POINT (16.411567366438753 48.275612521550244),Turnsaal,"21., Reisgasse 1",557,Turnsaal 405 m²<br />Turnsaal 152 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17295,17295,POINT (16.420616486997208 48.28674149347396),Turnsaal,"21., Rittingergasse 29a",404,Turnsaal 202 m²<br />Turnsaal 202 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17296,17296,POINT (16.420629976869215 48.286750476660316),Schulsport outdoor,"21., Rittingergasse 29a",4292,Rasenfläche 4292 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17297,17297,POINT (16.383454229434385 48.29015057890616),Turnsaal,"21., Roda-Roda-Gasse 3",576,Turnsaal 288 m²<br />Turnsaal 288 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17298,17298,POINT (16.417657617159392 48.226702285708114),Schulsport outdoor,"22., Am Kaisermühlendamm 2",1440,Hartplatz 473 m²<br />Hartplatz 967 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17299,17299,POINT (16.460361771647843 48.23509108266526),Schulsport outdoor,"22., Stadlauer Straße 51",414,Hartplatz 414 m²,https://www.wien.gv.at/bildung/schulen/,5,
SPORTSTAETTENOGD.17300,17300,POINT (16.30198972240103 48.20447250258752),Turnsaal,"14., Steinbruchstraße 33",1556,Turnsaal 1 383m²<br />Turnsaal 2 405m²<br />Turnsaal 3<br />405m²<br />Gymnasikbereich 363m²,,6,
SPORTSTAETTENOGD.17301,17301,POINT (16.452293460396785 48.23277900195461),Turnsaal,"22., Polgarstraße 26",959,Turnsaal 1+2 gesamt 810 m²<br />Gymnastikraum 149 m²,,6,
SPORTSTAETTENOGD.17302,17302,POINT (16.41070941845229 48.192407783861654),Schulsport outdoor,"3., Erdbergstraße 186-196",0,Hartplatz<br />100m Laufbahn<br /> Weitsrpunganlage,,5,
SPORTSTAETTENOGD.17303,17303,POINT (16.333224157539547 48.185322801079096),Schulsport outdoor,"15., Diefenbachgasse 19",506,Hartplatz 506 m²,,5,
SPORTSTAETTENOGD.17304,17304,POINT (16.502900161466286 48.22320417925),Schulsport outdoor,"22., Maria Trapp Platz 5",3048,Hartplatz 968 m²<br />Beachvolleballplatz 330 m²<br />Laufbahn 278 m²<br />Rasenfläche 1442 m²<br /> Weitsprunganlage 30 m²,,5,
SPORTSTAETTENOGD.17305,17305,POINT (16.347355309485458 48.18212105339948),Öffentlich outdoor,"12., Margaretengürtel//Arbeitergasse/Fendiggasse",1350,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17306,17306,POINT (16.338145083060994 48.19972314166112),Öffentlich outdoor,"7., Neubaugürtel, Emil-Maurer-Park 28 ggü",1415,"polysportive Hartplätze,<br />Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17307,17307,POINT (16.352706096377116 48.22953894108399),Öffentlich outdoor,"9., Pulverturmgasse, Helene-Deutsch-Park 11 ggü",315,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17308,17308,POINT (16.359863554141867 48.21576937212959),Öffentlich outdoor,"9., Rooseveltplatz, Votivpark 10 ggü",30,Tischtennis,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17309,17309,POINT (16.368425281161482 48.174953980843),Öffentlich outdoor,"10., Laubeplatz, Laubepark",850,"polysportive Hartplätze,<br />Tischtennis,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17310,17310,POINT (16.384561684793958 48.175935883562175),Öffentlich outdoor,"10., Mundygasse, Mundypark 1 ggü",320,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17311,17311,POINT (16.377492848533716 48.14778412462667),Öffentlich outdoor,"10., Favoritenstraße, Parkanlage Per-Albin-Hansson-Straße 260 hinter",1405,"polysportiver Hartplatz,<br />polysportiven Rasenplatz,<br />Beachvolleyballanlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17312,17312,POINT (16.418501931138792 48.16661329298019),Öffentlich outdoor,"11., Zamenhofgasse, Casonypark 8 ggü",30,Tischtennis,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17313,17313,POINT (16.415997863660344 48.16744139275753),Öffentlich outdoor,"11., Luise-Montag-Gasse, Luise-Montag-Park 3 ggü",100,Fitnessgeräte,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17314,17314,POINT (16.424706254243493 48.157227444325066),Öffentlich outdoor,"11., Pretschgasse 3 ggü",760,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17315,17315,POINT (16.44987259927498 48.1560251438105),Öffentlich outdoor,"11., Thürnlhofstraße, Parkanlage Zehngrafweg 19 hinter",375,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17316,17316,POINT (16.336839795953942 48.18674148027207),Öffentlich outdoor,"12., Dunklergasse 17 ggü",1040,"polysportive Hartplätze,<br />Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17317,17317,POINT (16.443565099293295 48.2861687997178),Öffentlich outdoor,"21., Dahliengasse, Josef-Grössing-Park 3A ggü",875,polysportiver Rasenplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17318,17318,POINT (16.42175274598155 48.254395331849764),Öffentlich outdoor,"21., Carminweg 27",60,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17319,17319,POINT (16.406909963710422 48.24718798141372),Öffentlich outdoor,"21., Sintiweg, Parkanlage Dragonerhäufel 10 ggü",775,"polysportiver Hartplatz,<br />Beachvolleyballanalge,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17320,17320,POINT (16.434356498312653 48.288127648114035),Öffentlich outdoor,"21., Grellgasse 10 neben",110,Fitnessgeräte,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17321,17321,POINT (16.405658256652604 48.277015778648774),Öffentlich outdoor,"21., Haspingerplatz 2",215,Fitnessgeräte,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17322,17322,POINT (16.504836115673633 48.227156161851234),Öffentlich outdoor,"22., Sonnenallee//Maria-Tusch-Straße/Janis-Joplin-Promenade",230,Skateranlage,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17323,17323,POINT (16.502193064313396 48.22350135866472),Öffentlich outdoor,"22., Hannah-Arendt-Platz//Maria-Tusch-Straße/Frenkel-Brunswik-Gasse, Hannah",85,Fitnessgeräte,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17324,17324,POINT (16.418328481172995 48.23190379780214),Öffentlich outdoor,"22., Weissauweg, Parkanlage Am Kaiserwasser 5 neben",55,Tischtennis,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17325,17325,POINT (16.490038854525018 48.214407719610506),Öffentlich outdoor,"22., Benjowskigasse 58 ggü",105,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17326,17326,POINT (16.450147557425122 48.25517209112693),Öffentlich outdoor,"22., Ferdinand-Stransky-Weg 2 ggü",615,polysportive Rasenplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17359,17359,POINT (16.449827987856256 48.2196395475894),Öffentlich outdoor,"22., Kaisermühlenstraße, Parkanlage U2/Stadlau 26",595,Skateranlage,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17360,17360,POINT (16.505753407433968 48.22664154817028),Öffentlich outdoor,"22., Maria-Tusch-Straße//Janis-Joplin-Promenade, Seepark",420,"Skateranlage,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17361,17361,POINT (16.30360913593523 48.14945166289397),Öffentlich outdoor,"23., Josef-Österreicher-Gasse 44",170,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17362,17362,POINT (16.290500859522012 48.15425090663539),Öffentlich outdoor,"23., Tullnertalgasse 39 ggü",600,polysportiver Rasenplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17363,17363,POINT (16.27016350003288 48.151147183490465),Öffentlich outdoor,"23., Speisinger Straße, Rathauspark (Mauer) 258 ggü",215,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17364,17364,POINT (16.376549709470048 48.20187535194243),Öffentlich outdoor,"1., Beethovenplatz 1 ggü",171,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17365,17365,POINT (16.390977088133667 48.22285039821655),Öffentlich outdoor,"2., Nordbahnstraße, Franziska-Löw-Park 3",695,"polysportive Hartplätze,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17366,17366,POINT (16.396485609387092 48.225727013199425),Öffentlich outdoor,"2., Krakauerstraße, Rudolf-Bednar-Park 25 ggü",1145,"polysportive Hartplätze,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.17367,17367,POINT (16.40984104112403 48.173210462379295),Öffentlich outdoor,"11., Herderplatz",18929,Familienbad,https://www.wien.gv.at/freizeit/baeder/,3,
SPORTSTAETTENOGD.17368,17368,POINT (16.333359460556572 48.20909023888616),Öffentlich outdoor,"16., Hofferplatz",1103,Familienbad,https://www.wien.gv.at/freizeit/baeder/,3,
SPORTSTAETTENOGD.17369,17369,POINT (16.334658490772497 48.239846450058955),Öffentlich outdoor,"19., Hugo-Wolf-Park",1228,Familienbad,https://www.wien.gv.at/freizeit/baeder/,3,
SPORTSTAETTENOGD.17370,17370,POINT (16.46051177037404 48.192810862762194),Vereinssport outdoor,"22., Steinspornbrücke, Donauinsel",23000,"Wildwasserstrecke (Kajak, Rafting),<br />Beachvolleyballplätze",https://www.viennawatersportsarena.at/,7,
SPORTSTAETTENOGD.17371,17371,POINT (16.417512429107738 48.30654908725129),Vereinssport outdoor,"21., In den Gabrissen 91",132360,Schießsportanlage,http://www.hsv-wien.at/sektionen/schiessen/,7,
SPORTSTAETTENOGD.17372,17372,POINT (16.4051792224876 48.191871351343174),Öffentlich indoor,"3., Baumgasse 58",2745,Schießsportanlage,https://www.s-c-w.net/old-web/news/1.html,2,
SPORTSTAETTENOGD.17373,17373,POINT (16.36167997942103 48.17688630458849),Turnsaal,"10., Quellenstraße 144",180,Turnsaal 180 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17374,17374,POINT (16.293867267875708 48.20470603938226),Turnsaal,"14., Torricelligasse 50/1",650,Turnsaal 400 m²<br />Turnsaal 150 m²<br />Turnsaal 100 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17375,17375,POINT (16.326109112080747 48.1959623903807),Turnsaal,"15., Huglgasse 1-3",80,Turnsaal 80 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17376,17376,POINT (16.382623947437242 48.241658488312034),Turnsaal,"20., Stromstraße 44",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17377,17377,POINT (16.41915359497101 48.29574633210911),Turnsaal,"21., Brünner Straße 237",800,Turnsaal 400 m²<br />Turnsaal 200 m²<br />Turnsaal 200 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17378,17378,POINT (16.500597285725853 48.222987746711894),Turnsaal,"22., Hannah-Arendt-Platz",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17379,17379,POINT (16.31820195324409 48.150151132590224),Turnsaal,"23., Erlaaer Schleife 1",648,Turnsaal 298<br />Turnsaal 200 m²<br /> Turnsaal 150 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17380,17380,POINT (16.286056872302815 48.23743686150346),Öffentlich indoor,"17., Neuwaldeggerstraße 33",300,Sporthalle (Kletterhalle),http://www.boulderhalle.at/,2,
SPORTSTAETTENOGD.17381,17381,POINT (16.333313436663175 48.211214874475196),Öffentlich indoor,"16., Kirchstetterngasse 57",300,Sporthalle (Tischtennis),http://www.ab5zig.at/index.php?id=502,2,
SPORTSTAETTENOGD.17382,17382,POINT (16.303638548991135 48.125920420012136),Öffentlich indoor,"23., Halauskagasse 1",1000,Schießsportanlage,http://www.ssv-kellerberg.at/,2,
SPORTSTAETTENOGD.17383,17383,POINT (16.39578420271171 48.22517439859067),Turnsaal,"2., Ernst-Melchior-Gasse 9",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17384,17384,POINT (16.382792689797373 48.17795425066284),Turnsaal,"10., Gudrunstraße 108",1375,Turnsaal 405 m²<br />Turnsaal 405 m²<br />Turnsaal 405 m²<br />Turnsaal 160 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17385,17385,POINT (16.32586124829416 48.17822329618928),Turnsaal,"12., Singrienergasse 19",162,Turnsaal 162 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17386,17386,POINT (16.334342758507542 48.19460719752129),Turnsaal,"15., Gasgasse 6",100,Turnsaal 100 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17387,17387,POINT (16.382929500022886 48.24116815486284),Turnsaal,"20., Durchlaufstraße 23",405,Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17388,17388,POINT (16.434891516829587 48.24811234045188),Turnsaal,"22., Attemsgasse 22",810,Turnsaal 405 m²<br />Turnsaal 405 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
SPORTSTAETTENOGD.17389,17389,POINT (16.45294964360683 48.26190216657537),Turnsaal,"22., Wagramer Straße 224b",291,Turnsaal 198 m²<br /> Turnsaal 93 m²,https://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,6,
